essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,essay_length
7334,3,"The different settings of the cyclist affected him by how he felt when he rode the bike on the rode. He was well excited and happy that he is going on the ride and how he truly felt about how he rode the bike real fast through the short cut. And how he came over a long, crippling hill he was riding real fast. So unfortunately he was riding fast non stop and how he came through the whole road with relief. He felt so free and how he when he came over hills that are tall and large. But he mostly believed he could find his way at the end. He said it himself he always stuck in the future. So he’s keeping his future and his wisdom to himself. He thought he was gonna die but all he had to do is ask for a little push. But different things did affect the cyclist by doing the impossible of his very bright future.",1.0,1.0,,1.0,165
7338,3,"The features of the setting affect the cyclist in many ways. First of all he is in the middle of no where, and he doesn’t know the direction of where he is going, and he also doesn’t know the people who live there. The other thing is that he doesn’t have a food, or a drink, so without eating or drinking he can’t get energy, so he can’t ride the bike.",1.0,1.0,,1.0,71
7346,3,"In the story the cyclist faces many issues that could stop him from not finishing his journey. First, his water supply could cause him to become dehydrated and he could pass out. Another issue is the hot weather in June, which could cause him to a heat stroke and literally die. The rough terrain could stop him from finishing the trip because he could pop a bike tire and would have to walk. The cyclist faces many problems that could end his trip and maybe even life, but pushs through and survives.",1.0,1.0,,1.0,92
7350,3,"Some feature on the setting that @MONTH1 have affected the cyclist was the fact that he was running out of water and when he pumped water he said he pumped with all his strenght at first a tar like substance oozed out follwed by brackish water he said the water tasted of battery acid. Also in this setting the cyclist notices a terrain change flat road then turned short hills , follwed by a snake that looked od a diamond back.",1.0,1.0,,1.0,81
7351,3,"In the essay “Rough Road ahead: Do Not Exceed Posted Speed Limit.” By Joe Kurmaskie. The features of the setting affect the cyclist because he was on a bike and it was hot he ran into bumpy roads, and hills. For example he says “Not June miles into the next section of the road. He noticed the terrains changing. Flat land was replaced by short, rolling hills.” @CAPS1 example is “Wide rings of dried sweat circled my shirt, and the growing realization that he could die from heatstroke.” These examples show that it was not easy and how the features affected the cyclist. In conclusion this story shows that you should never take directions from a old person, exspecially if its hot and you are riding a bike.",1.0,1.0,,1.0,128
7367,3,The features of the setting affect the cyclist in many ways. One of the ways are that it is affecting him is that the discription of it makes it seem hotter then what it really is. He says “neihbor hood of two hundred degrees.” He is saying that it is really hot. The features of the setting affected him because I mad it seem hoter and he was taking it to far.,1.0,1.0,,1.0,72
7369,3,"In the story “Do Not Exceed Posted Speed Limit” by Joe Kurmaskie, depending how the main character feels, that’s what the setting is like. When he got the next town and left he was feeling well because nothing was going wrong. The setting was very tranquil. The narrator says, “The cool pines and rushing rivers of Yosemite had my name written all over them”(Kurmaskie). This setting was very happy and pleasant just like the narrators mood.",1.0,1.0,,1.0,76
7374,3,"The wether can change the corse of action a cyclist will take. If it is cold out side then the cyclist will bring beveyer cloths if its. Hoter out side he would most likly bring lighter clothes. If he was riding farther hed bring more supplys like water and food If he was going on a short rid then he wouldn’t bring so much stuff. The way the wether is changes the way a person will prepaire,",1.0,1.0,,1.0,77
7384,3,"Each area the author entered changed what he felt and experienced. At first, he is lent courage by his surroundings. When he passes through the first town, abandoned and empty, he is still confidant he can go on sparred by the lush green trees and the cool rivers around him that belied the hot sun overhead. They are basically the reason he continued to go on. Later on during his trek through the desolated empty desert, his bleak surroundings make him feel hopelessness as well as despair. Even in the small details, such as the ghost town or the pump, this is ploven, as the ghost town brings him the first vestige of despair, and the useless pump only amplifys it. The scenario and scenery reflect and alter the authors mood throughout the story.",1.0,1.0,,1.0,134
7395,3,The features of the setting affects the cyclist because he knows he’s in the wrong area. The cyclist understand's that he should have never took that advice from them old men. So he was upset and new he should have taken his advise. The cyclist had a feeling that he wasn’t supposed to take it that way he said he shouldn’t have let them take a peek at his map. So the features really affect him.,1.0,1.0,,1.0,76
7408,3,"The features of the setting have affected the cyclist in “Do not exceed posted speed limit"" greatly, first he statrs off happy because he’s going to Yosemite national park and he’d gotten short cut advice that would make his trip shorter. ""He rode into the morning with strong legs,” Then he got to the first stop. It looked like a buzzing town at one time, but now a ghost town. So he kept on with plenty of water and thought he could make it to the next stop. The next stop was an old abandoned gas station where the only water was @NUM1. He was hitting the water pretty regular and the hot sun was beating down on him. The next terrain changed he thought he would die & have the vultures pick his bones because he took advice from old timers, then became to his next stop which seemed to be an old welch’s grape juice factory. He thought he would die of thirst but he kept on with little water a hot sun. next the hills came & he paced himself a little time, then he finally came to a modern looking place with cool running water with an old man who gave him directions that he gladly took. After that he been through asuring himself he would die he was relieved to see the old man’s there he would forever on listen to their advice because he made it.",1.0,1.0,,1.0,242
7447,3,"The features of the land affect the cyclist in the many ways. For example, the first two buildings that he came to were abandond so he could not get any food or water. Also, he noticed that the terrain was changing from flat to rolling hills and this will put more strain on his legs. Finally, the land was hot and dry wich was making him dehidrated. This is how the features of the land affected the cyclist. ",1.0,1.0,,1.0,78
7454,3,"Topic: The features of the setting affect the cyclist. The features of the setting affect a cyclist or the major problem that a cyclist encounter are some rough road, inspection of the bike, putting on necessary equipment, do not exceed posted speed limit For a cyclist to be doing all this I don think there is going to be any features of the setting affect a cyclist. For a cyclist to maintaining the speed limit of @NUM1 or a water-depleting @NUM2: sometimes life can feel so cruel. At some point, tumbleweeds are caused by too much of speed but for them to be using the necessary equipment they won’t get seriously injured. Forget that old saying about never taking candy from strangers. No, a better piece of advice for the solo cyclist would be “Never accept to",1.0,1.0,,1.0,137
7468,3,"The features of the setting affected the cyclist because he was out of water in a desert like environment and their was no one ground for most of it so he was down on his own. The cyclist was affected when in the story when he says ''I got down on my hands and knees, working the water handle of the rusted water pump with all my strength. A tar like substaNce oozed out followed by brackish water feeling somewhere in the neighborhood of two hundred degrees. That affected him because, he was drinking a lot of water before he got to that point in his trip and he was almost out so he needed to fill up with more but he did not have a place to get more water. That is one of the features of the setting that affected him.",1.0,1.0,,1.0,143
7481,3,"The features of the setting affected the cyclist negitvly because he was in the desert in the summer with little water and no stones too get a drink at, For example he says “There was no one in sight not a building, car, or structure of any kind's. This explains how his setting affected him because he had no where to go or get a drink. That is my reason why the cyclist settings where negitve.",1.0,1.0,,1.0,76
7485,3,"The features of the setting affected the cyclist in “Do Not Exceed Posted Speed Limit.” For example, he finds a “ramshackle shed” and tries to find water. It affected him, because it says, “I got down on my hands and knees, working the handle of the rusted water pump with all my strength. A tarlike substance oozed out, followed by brackish water feeling somewhere in the neighborhood of two hundred degrees.” The quote meaning that he was determined to find water and perhaps anything.",1.0,1.0,,1.0,84
7488,3,The features of the setting affect the cyclist when he was thirsty. “A sand blasted picture of a young boy pouring a refreshing glass of juice in his mouth could be seen.” This proves that the rider was thirsty because in the paragraph before this talks about him having a last burst of energy going down a hill. And he was also sweating a lot. And also wiping sweat from his eyes. ,1.0,1.0,,1.0,72
7500,3,"How the features of the setting affected the cyclist. The feature was that you should never take advice from old people that never get out of the house. For example in the story it says, “Never accept travel advice from collection of old. times who haven’t left confines of their porches since carter was in office.” This affecting the setting because if it weren’t for his map and let them take a peek at it, That would of saved him a load of trouble.",1.0,1.0,,1.0,84
7506,3,A cyclist can only travel as fast as slow as he pedals. If the setting is a humid sunny day he can’t go to fast due to his lung capacity. If it is a warm but windy day he has to wath his speed to keep from getting hurt. Basically unless the weather is nice or safe enough he will go fast. But his safty care first so it depend on the weather mostly but also the time of the day. If it is night [dark] the reflectors must be put on to keep from getting it.,1.0,1.0,,1.0,97
7507,3,"The features in the setting affecting the cyclist because of the heat and the terrain. I say this because in the story it describes all the hills that he has to go up and down with the herendous heat beating down on him. The heat also makes it hard because it makes you drink more and throughout the story he was trying to find some water, and the water he did find was about “two hundred degrees and tasted like a battery acid.” If you have no water that makes it very hard to bicycle that far of a distance in that much heat.",1.0,1.0,,1.0,104
7509,3,"There were many features of the setting that affeced the cyclist. One page @NUM1 paragraph @NUM2 there is a sign that states rough road a head. One page @NUM1 paragraph @NUM4 it says ""over the long onpiling hill.” He also the tempature as started on page @NUM5 and at the top of page @NUM1 paragraph @NUM7 “ l was travling in hing desertd of california in June. These conditions of the setting all effect the cyclist.",1.0,1.0,,1.0,76
7529,3,Because the setting of the cyclist ride is dry desert it makes the cyclist seem more and more determined. He's is going against the odds so it seems like hes pushing himself to the limit. Against the heat and the long road he's on and having no water all seems lost for the cyclist. But in the end he pulls himself together and makes it happen for himself and triumphs over adversity.,1.0,1.0,,1.0,72
7531,3,"The features of the setting affect the cyclist by dehydrating him. The cyclist said, “I toiled on. At some point, tumbleweeds crossed my path and a ridiculously large snake."" The cyclist was in the desert and each mile he rode he became more and more dehydrated.  The desert sun drying out his body. He said with each passing landmark, “I eased past trying to keep my balance in my dehydrated state.”  @CAPS1 that the more he went on the more the desert affected him and dehydrated him.",1.0,1.0,,1.0,87
7532,3,The features of the setting affected the cyclist in many ways. One way is that the cyclist not sticking to his map. Instead of sticking to his map he had asked a couple of old people. The old people that gave the cyclist directions also gave him a short cut to take. That’s where the second effect came in where the cyclist started to use a shortcut instead of the main road. That’s how the features of the setting affected the cyclist.   ,1.0,1.0,,1.0,82
7537,3,"There were many land features that affected the cyclist and his trip. First of all, it is a desert, which greatly affects him as there is no water in deserts. There was also a snake, which could have bit and kiiled him. As the road were not very well paved and had obviously been abandoned for years it made cycling much harder for him. And the juice factory just taunted him, making him remember his need for water, as did the well that did not pump cold water, but instead pumped hot,gross water",1.0,1.0,,1.0,93
7544,3,"The author finds the desolate and harsh settings to be not discouraging, rather they stand out as a cause of amusement and fun, quest-like tests. The author writes that after arriving at his first ghost-town, he chuckles, amused by the funny “old codgers” and their crazy ideas. When he arrives at the second establishment, and realizes it isn’t the least bit established anymore, he’s slightly disappointed, but sees it as “a test of [his] inner spirit.” At the third building an abandoned factory he still appreciates the irony of the situation. While biking across the desert, he refuses to be discouraged by the empty horizon and instead uses it as a point of reference to work his progress and as a way to push himself. Though the author is faced with empty disappointing views, he keeps his spirits up and keeps pushing ",1.0,1.0,,1.0,142
7549,3,"In the setting of the essay; ""Rough Road Ahead: Do not Exceed Posted Speed Limit."" had a great affect on the cyclist. It made him even more determined to finish because the terrain was so hard to ride through. For example, ""At some point, tumber weeds crossed my path and a ridiculously large snake-it really did look like a diamond back-back the majority of the pavement in front of me, I eased past, trying to keep my balance in my dehydrated state. ""The author fully explains how no matter how bad the obstacles are he comes across he keeps trying to easy on by. The terrain affect the character by keeping him determined. This happens to many people in their sports. For example in football they take any problems and use them as reasons to push themselves harder to finish the game. ",1.0,1.0,,1.0,142
7585,3,The setting affected the cyclist by making him very hot. He said he started sucking on stones because he heard that if you suck on stones it makes you not thirsty. He also said he might hit a bump and swallow one of the rocks. He said he wanted to swallow the rocks. The reason for that was that he was so hot. He didn’t even no where he was goin.,1.0,1.0,,1.0,71
7592,3,"The features of the setting affect the man in many ways. One way is that when the man notices the terrain starting to change, he becomes more and more distrought. He  sees the sign that sats “ Rough road ahead: Do not exceed pasted speed limit” it is almost as if he thinks the sign is mocking him. Also, when the rider says “ In an @CAPS1 twist that should please all sadists…” he is telling the reader that this situation is very ironic and that he was expecting nothing.",1.0,1.0,,1.0,90
7603,3,"The settings effected the cyclist, because where ever he went it seem to never end. Like when he was riding along where the old men told him to go. He went through a ghost town like they said he would go through a town. Then he kept on going but it never end and the summer heat started to get to him. Like when he started to dehidade he this old juice factor and started imagening that he was drinking juice. So he started seeing things.",1.0,1.0,,1.0,86
7608,3,"The features of the setting affect the cyclist in a very harmful way. The hot temperature and boiling sun made the author hot and took his energy away quicker. The emptiness of the setting can make a person lose hope of finding any civilization. The narrator said, “It was a sad, hopeless laugh, mind you...”(Kurmaskie @NUM1). That is not the last of the harmful setting, the dry desert air has the biggest impact on his llife. The dry air makes him more thirsty for water he doesn’t have making him dehydrate faster. The narrator saids, “I was traveling through the high deserts of California in June” (Kurmaskie @NUM1). The lonely and dreadful features of the setting the cyclist was part of made it so much worse that he had no water.",1.0,1.0,,1.0,131
7611,3,"There are many affects of the setting in this eassy that, that can be good and or bad. The setting is alone on a empty mountain road, with no house, no cars, no people. In now going to give you some good and bad effects. One good effect is that you by yourself so while you exercise you can relax and enjoy the energy. One bad thing is that what if you pop a tire or need help. You stock because theirs no one around. Another good thing is that you being by yourself, @CAPS1 any cars. You don’t have to worry about getting hit so you’ll be able to just relax and enjoy the ride . Another bad thing is there is no water so you might want to bring plenty with you. So whatever you decide to do just be careful and think you idea thought  ",1.0,1.0,,1.0,148
7615,3,"The features of the setting effected the cyclist in many ways. The setting was verry hot and there were a lot of hills. The cyclist had been riding up and down hills all day and it took a lot of energy when he saw the building that he thought could help him he said, “... last burst of energy, i mane'uvered down the hill,” By saying that it showed that the setting of where he was contained a lot of hillsy and they effected him by taking up all his energy. That is how the setting had effected the cyclist.",1.0,1.0,,1.0,100
7618,3,The effect of cyclist is very and treding becose alot of thing can go worrs like you can feel so hot have and water wouldn’t cool down it didn’t matter. But when drop in you mouth had the flavor of battery acid. He or anyone could just drop from a heatstroke on a gorgeus day in June. So hot that you are seeing thing like a town hot pouring a refeshing glass of juice into his mouth could still leave.  ,1.0,1.0,,1.0,80
7619,3,"The features of the setting dramatically affected the cyclist. He started out in a confident mood, until he arrived at a town that was deserted. His confidence was still pretty high but not like it was prior to coming upon the ghost town. Twenty miles up the road after that, he came to a fork in the road which contained a ramshackle shed rusty, unclean pumps, and a small corral. The desert was hot and his lack of water was dehydrating him. Paragraph @NUM1 states, “This sight was troubling…I had been hitting my water bottles regularly, and was traveling through the high deserts in California.” With little water and a short energy supply he was getting tired and dehydrated quickly. The land started turning into rolling hills and caused him to become even more exhausted. His mood had gone from confident to hopeless. He even planned on changing a diary entry in case he died of heatstroke. The features obviously greatly affected the mood of the cyclist. Sometimes disappointment can come from taking the so-called “easy way out.” ",1.0,1.0,,1.0,178
7627,3,"In the essay “Rough Road Ahead: Do not exceed Speed limit” this many different settings took its toll on the cyclist. For example in the beginning he started out with a nice smooth ride. But it was very hot. Then he began to get into a hort rolling hills which were taking thier toll on his legs. Then we entered into a rough are where he had to be more careful. The roughness prolly wore him out from all the bumps and bounces. He went through a lot on that bike trip, who know he @MONTH1 have never made at back to where he was staying.",1.0,1.0,,1.0,106
7631,3,"The setting affects the cyclist a lot, because is it was windy too it would be had for the cyclist to control the bike. So is  too has a lot as buildings and people outside their would be a lot as traffic so they would not  be allowed to let the cyclist go there so the cyclist would  has to turn back. Then if it was a clear road  and nobody was there ad no bulidings or houses were there then it wold be an easy ride for the cyclist. So as you can see the setting affects the cyclist in many ways.",0.0,1.0,,1.0,103
7634,3,"In the essay, Do Not Exceed Posted Speed Limit by Joe Kurmaskie, features of setting affect the cyclist because there is old people that been around for along time and you can’t ask for advice because they’re to old old to give information and wouldn’t know what their talking about. “A better piece of advice for the solo cyclist would be, “Never accept travel advice from a collection of old-timers who haven’t left the confines of their porches sine Carter was in office.” That is the features of the setting and examples from the essay.",1.0,1.0,,1.0,95
7650,3,"The setting of the story had effected the cycle’s becuse if it was sub earbs he could have stoped any where and got water but the plot was in a middle of a desert and all he could do is keep rolling and hoping to find some water For example, he had to go @NUM1 miles to get to the next town to get water and if he was not in the desert with hills he could have made that in no time at all    ",1.0,1.0,,1.0,85
7654,3,"The setting of this story is outside. Yosemite is outside riding her bike. She is around hills, no water, and very hot land. You know that she is around hills because she says to herself, “… I maneuvered down the hill.” You also know that she starts of around no??? ???good water. “When I tried a drop or two, it had the flavor of battery acid…” that shows the water was bad. Also the land is very hot because it says “…in the??? ???of two hundred degrees.” Yosemite starts off bad then ends up learning to stick to it and never give up. Yosemite’s biggest problem is her lack of water due to the fact that it is hot outside and the water she had was bad, tasting like battery acid. ",1.0,1.0,,1.0,131
7668,3,"Different features of the settings affect the cyclist. The setting of the story, which is based in the desert has a negative affect on the character. “The desert land is baron, leaving him only with his small supply of water. During his journey he runs out of water causing him to lose contact with reality. The extreme heat in the desert causes him to begin to hallucinate. The cyclist begins to see a grape juice factory, which interrupts his trip. To his dismay, it turns out to be a no more than a mirage. The lengthy road also affected the trip. The length and roughness of the road had worn the cyclist down.",1.0,1.0,,1.0,113
7679,3,"In the story “Do not exceed posted speed” by @PERSON1, the cyclist faces problems caused by the setting. The biker was riding and the heat was scourching and the biker was really getting dehydrated and tired and he was running out of water. Because it was so hot the biker had to drink more water to replenish his body of all the sweat he was loosing while biking. The hills of the terrain were making it harder on the biker by making him us more energy and liquid to keep going. If it had been cool and breezy he would have had no problem making that distance. If the surrounding area was full of people and not abandoned towns than he would have had water to drink.",1.0,1.0,,1.0,127
7682,3,"There are many features of the setting that affected the cyclist in ""Do not exceed the posted speed limit,"" The time of year affected the cyclist because it’s mid June, @CAPS1 the region affected the cyclist because mid June in arizona is extremely hot and try. If it was in a more northern state in @DATE1 or I, ll it wouldn’t be as bad and you world not have the dance of a heat struggles. @CAPS1 when the terrain changed from flat to hills this affected him because it made it harder for him the to ride. These are some features of the settings that affected the cyclist in ""Do not exceed the posted speed limit.""",1.0,1.0,,1.0,116
7686,3,"In the story “Do not exceed posted speed Limit”, the cyclist is trying to get to Yosemite with directions that some codgers, or eccentric old men, gave him. The cyclist, said the old men looked as though they, “haven’t left the confines of their poaches since carter was in office. “  Well, he takes their advice, and he gets lost about @NUM1 along on his journey. While looking forward to the “Cool pines and rushing rivers of Yosemite”’ he was traveling through a barren desert. “There was no one in sight, not a building, car, or structure of any kind.” This type of setting could really bring down a cultist’s mood while thinking of Yosemite. It could make him lose all hope of ever finding Yosemite at this rate. If you have a nice setting, it makes the trip worthwhile, and your ending point even better.",1.0,1.0,,1.0,146
7699,3,The features of the setting affect the cyclist because he is riding through the desert in the middle of June yet he has very little water. This affects him because he is thirsty but he doesn’t have a lot of water to drink and he is in a desert in the middle of June which makes it very hot. Also in the story it says he comes to Welch’s Grape Juice Factory were on the side of the building he see picture of a “young boy pouring a refreshing a loss of juice into his mouth” This make the cyclist even thirstier but he continues one to find water at a bait shop.,1.0,1.0,,1.0,113
5979,3,"The features of the setting affected the cyclist in a negative way. He was in the desert, which is dry and hot. “I was traveling through the high deserts of California in June.""(Kurmaskie @NUM1). Also, the  temperature was hot and made every thing around him hot, “brackish water faling somewhere in the neighborhood of two hundred degrees"" (Kurmaskie @NUM1). Since he was in the desert, there was no escape from the sun. The text  states, “The sun was beginning to beat down”(Kurmaskie @NUM3). The cyclist was all alone in the road with none around him either so into he passed out, no one could help him. “ and the growing realization that I could drop from heatstroke on a gorgous day in June”(Kurmaskie @NUM1). ""About forty miles into the pedal, I arrived at the first ‘town’ but on that morning it fit the traditional definition of a ghost town."" (Kurmaskie @NUM3). Thesettings that the cyclist was riding in wasn't good ones and so they negativly affected him; causing him to be dehydrated and tiredin the end.",2.0,2.0,,2.0,176
5982,3,"The setting effects the cyclist because of the setting were diffrent the story would not of made sense. The setting of the story is not and dry with scaterd ghost towns. When he reaches the first “town” he sees “One ramshackle sheds several rusty pumps and a coral that couldnt hold the lamesh mule.” If the setting had the problem of no water so there would be no conflict in the story, “In the story the speeker says “I was travling through the high deserts of California” that are very hot and dry, and he says “This causes the problem of it being hot and dry if the seting was a forest in @DATE1 he wouldn’t have as much of a problem needing water which would of made the story much less exciting.",2.0,2.0,,2.0,133
5993,3,"In the essay Do Not Exceed Posted Speed Limit the author Joe Kurmaskie uses the features of the setting to affect the cyclist. The cyclist is affected by these features because of he sees the same setting (the dessert) for several miles, he has no water and, the road has a lot of hills. The cyclist could been affected by seeing the dessert and no scenary changes for a wahile. When you look at one same scene for hours you could start to get tired and bored with everything. So this cause him to be very drossy and bored. Also the cyclist had no water as none of the fountains were cold water. Having no water out in the dessert could make you dehydrate and faint.",1.0,2.0,,2.0,126
6000,3,"“Do Not Exceed Posted Speed Limit” had a  rough setting between harzardous things and the death defying heat. The cyclist had to endure the pain of dehydration and determination. He had been given bad directions that almost caused him his life. He was travelling through a desert and claimed the temperature was @NUM1.Also, the cyclist had to ration his water because it was ghost towns in which our character passed through. He used nature skills he’d once learned and began to suck on pebbles which take the mind off thirst and uses saliva to help refresh your throat. Throughout his adventure everything kept this young man from getting water and to whenever there was water any faster. He had survived and wouldn’t ever take shortcuts again",2.0,2.0,,2.0,126
6002,3,"The cyclist had a very hard time geting to Yosemite National Park. This is because the sun was out, and it was in the middle of June. I was so hot out the cyclist became dehydrated faster than he would have on a cooler day. When the pumped the handle of the old rusted water pump, he said the water felt, “somewhere in the neighborhood of two hundred degrees. The cyclist also had to deal with a lot of ""short rolling hills"", which was much more difficult to bike on than flat roads. On top of everything else the roads were in very bad condition, so you had to watch for rocks in the road.",2.0,2.0,,2.0,115
6015,3,"The features in the story great effect the cyclist. One feature of the setting that effects the cyclist is the heat. At first, the story says that the pine trees cooled the cyclist, but eventually the forest turned into a desert, and the heat poured down on him, make it hard to cycle. Another feature that effected the cyclist was the lack of water. As he moved away from his beginning point, the cyclist was drinking lots of water. But when he needed to refill, the water was brown and hot, so the cyclist didn’t take any. The lack of water plus the heat formed one giant obstacle that potentialy could have killed him, but through great determination the cyclist got through this troubling time.",2.0,2.0,,2.0,125
6020,3,"The setting in the story discouraged the biker very much. As he follows the advice of the elderly men and starts off his journey he notices that there is, “no one in sight, not a building, car, or structure of any kind.” He uses tone words to describe how had things are when he says, “The water bottle contained only a few tantalizing sips.” He describes in exhaust how hard his journey is getting. He describes the intense heat inthe desert of California, pedaling up, “ one long, crippling hill.” The terrain did not make his rideeasy at all. The factor of weather, rolling hills, and the shortage of water take a tall on him. If he were on flat terrain on a cool day then he would have been first fine.",2.0,2.0,,2.0,132
6022,3,"The features of the setting affect the cyclist.The features of the setting, or nature, affect the cyclist because they are wearing her out. The cyclist is going to the city of of yosemite but some guys gave her a short cut. Through this shortcut are hills and heat and lack of water. @CAPS1 describes this by saying, “I wiped the sweat from my eyes to make sure it wasn’t a mirage, and tried not to get too excited.” @CAPS1 is excited that there is a building that @CAPS1 might get some water from. Also, @CAPS1 wiped the sweat from her eyes meaning it is hot outside and @CAPS1 is sweating and losing water. Therefore, the features of the setting affect the cyclist.",2.0,2.0,,2.0,122
6023,3,"The three most important features of the setting that effect the cyclist are the ground he is traveling, the towns he passes, and the availability of water. The ground the cyclist is riding over is important because the rougher the terrain, and the more hills there are, the more energy he must use, and the less distance he can travel. @PERSON1 is riding fine until he must travel the rolling hills which consume his energy, ehausts his water, and causes dividing hope. As he approaches towns, his hope increases but soon fades due to the realization that the town will be unable of giving him relief. When he pumps out water that tastes like “battery acid,” his hope once again diminishes. As he sees the bait and tackle shop, he knows he can make it there and that when he gets there he can recover. These three features are what effects the cyclist the most.",2.0,2.0,,2.0,155
6034,3,"The settings that affected the cyclist were in fact ones you don’t want to be near when you are out of water and tired from pedaling. The time and place affected him greatly because there wasn’t a cool breeze in the air in June at California. He was in the middle of flat deserts and had no sense of where the part as and where civilization too so he can get some water. The quote “old timers who haven’t left the confines of their porches since Carter was in office” helped you realize taking advice of direction from old people who don’t go anywhere is a bad idea. “Flat road was replaced by short rolling hills”. This quote shows you some terrail features that affected the cyclist. Furthermore, the cyclist realivingly found civilization with running water.",2.0,2.0,,2.0,136
6036,3,"I think the features of the setting that affected the cyclist were the terrain “Flat road was replaced by short rolling hills” this shows that he is a warm and trobled by the change of the terrain. He also fells alone “I toiled on at some point tumbleweed crossed my path” he also. Though he was in a ghost town. “Summer time” rattled around in the dry honeycombs of my detorating brain"" he felt that he was slowly dying. He also though he was losing it, the sun had a great impact on him because he wiped his face to make sure he was no seeing a mirage. But through it all he had hopes the author also wants us to have hope and keep on going even though things dont look good keep moving foward never look back and alway's be positive and take advanage of your surrounding. This is the message the author tries to give",2.0,2.0,,2.0,158
6038,3,"The features of the setting effects the cyclist by the way that the auther started talking and how he sound at the beginning of the story. When they both at the picture he looks like hes cecilla ssing and then ceoos. To the story and goo continue ties reads. It doesn’t sound like he is enjoying his ride, because of the niuse he was down on the bumpy roads, sparkes, and the bor of counter tirst he doesn’t have. hes sacting time and sec from add perso doesn’t mic at all because there could hou old –timers and don’t know once thou are tailoring around her, to save, to goo shouldn’t take advice from them because goo could end its line this nidsnes transitin califend doesn’t and how feres how could now do it, to let some or therefore so be dehydrated.",2.0,2.0,,2.0,142
6052,3,"How the setting of the place effects the cyclist is for one its to dry a cyclist would be ridy for haurst shouldn’t be in a place that’s dry.Like in the story it says “I was travelling through the high parts of California in June” meaning it was really hot and dry.Second would be the animals there dangerous.A cyclist should be riding in a place with diamond back snakes it says in the text “I toiled on.At some point,tumbleweeds crossed my path t a ridiculously larger skilt it really did look like adiamond back” which if it really has one would be really dangerous  & cyclist should not be riding in that type of dangerous places no matter what type there are.That is how the settings of the surrandings effect the cyclist & how can it’s a bad place for them to ride.",2.0,2.0,,2.0,143
6055,3,In this story the cyclist is going through a desert of California. This is a reason why he is very limited on water supply. It is really hot which would cause him to drink a lot more water. He had started his journey in the morning so that the sun wasn’t as hot as it would be in the middle of the day. Then it started to get a lot more sonny. So with the sun comes more heat. The rider says “The sun was beginning to beat down.” This would help the readers realize what time a day it was and how hot it was. This was in the morning so he didn’t realize it but as it got into the afternoon he realized it and started to get dehydrated. ,2.0,2.0,,2.0,131
6058,3,"The features of the setting affect to cyclist because of where he is. The biker is in a campground in California. By saying that one could sense it is a dusty place. Also, when the story says that the “town” had been abandoned. This also tells us that the place the cyclist is in is a diserted place without many people or places to stop. The story also talks about a snake in the road. A snake in the road tells one that the town is desireted I could tell that this “town” is deserted because around here, people do not goin towns that don`t have buildings. It a snake was in the road, then the town must be empty because around here streets are busy and no snakes in the road.",2.0,1.0,,2.0,132
6063,3,"In ""rough road ahead: Do not exceed posted speed limit the features of the setting affect the cyclist. Many visual features create a very deserted area thats hott in your head. For example in paragraph five they use alot of adjectives to describe how abandon the place was. Words like ramshackle and rusty. Also how often the lack of water was brung up made us think of how hott this California desert must have been. Also the heat made the cyclist belive he was seeing a miracle when he saw the Welch’s fruit juice factory. The choice of visual words in this story are words to describe what affected the cyclist.",1.0,2.0,,2.0,111
6069,3,"The features of the setting affect the the cyclist by giving him obstacles to overcome when he had to go down the winding hills, he would have to slow down so he could manuver the hills and not lose control of the bike. The heat he was facing would cause tiredness and dehydration. If exposed to the sun and heat long enough you can get a sunburn or suffer a heat stroke. A heat stroke can be fatal to anyone, especially those with heart problems. Dehydration also can be fatal. If the cyclist does not see any buildings, he would not be able to tell where he is and he might get lost because of it. Getting lost will also lead to dehydration, tiredness, and heat stroke.",1.0,2.0,,2.0,127
6073,3,"The cyclist was so set on seeing cool, piney trees and lakes, that when he saw dirt, snake, and no source of civilization worried him. More affectively, what he didn’t see scared him most. He did see windy rivers or trails hidden beneath all kinds of trees. He didn’t see any people or friendly little forest critters. Instead he just saw the same rusty color of dirt and the occasional snake. His mood was affected and he started to lose confidence and hope. He wasn't used to the new surroundings and for a while doubted if he could even make it out alive. When he came across the run-down building of Welch’s factory, he was even more distraught. Fortunately, he did find civilization when he came to a fishing supply shop. This definetly boosted his spirits. Once he had saved his thirst problem and assured himself he has alive and would luckily stay that way, he sat down before wading out again in search of his destination.",2.0,1.0,,2.0,167
6076,3,"There are @NUM1 features of the setting that affects the cyclist on his journey. There is a lack of water, in the middle of nowhere, and nobody’s there. Due to lack of water, this feature really affects the cyclist. He will need water in all to move and get through his journey. Water is the main thing he should have. He could end up getting dehydrated and might cause him to die right in the middle of the street. Therefore water is one feature that affects the cyclist.  Furthermore he’s in the middle of nowhere. There is no buildings or nothing around, not even gas stations so where it is can stop and if he had money he would be able to buy about @NUM2 or @NUM3 bottles of water and maybe even a few snacks. That is another feature that will affect him. Lastly nobody’s around town in able to help him out or anything. Let’s say that he gets lost and he’ll need direction to get wherever he’s going well there’s nobody around in able to help him get around or anything. In conclusion those are the @NUM1 main features that will defentily affect the cyclist. ",1.0,2.0,,2.0,198
